CIPCode,CIPTitle,url,CIPDefinition_concat,CIPDefinition_summary,related
13.14,Teaching English or French as a Second or Foreign Language.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88190," A program that focuses on the principles and practice of teaching English to students who are not proficient in English or who do not speak, read or write English, and that may prepare individuals to function as teachers and administrators in such programs. A program that focuses on the principles and practice of teaching French to students who are not proficient in French or who do not speak, read, or write French, and prepares individuals to serve as teachers and administrators. Any program in teaching English or French as a second or foreign language not listed above.","Program for teaching English or French to non-proficient speakers, preparing individuals for teaching and administrative roles in such programs.",
13.15,Teaching Assistants/Aides.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88192," A program that prepares individuals to assist a teacher in regular classroom settings or in providing instruction and supervision to special student populations, such as bilingual/bicultural students, special education students, adult learners, and students learning English.  Includes instruction in techniques of general classroom supervision, maintaining order, assisting with lessons and carrying out related assignments. A program that prepares individuals to serve as instructors and mentors for adults in basic or functional literacy programs in school, institutional, community, and private settings. Any teaching assistant/aide program not listed above.",This program trains individuals to assist teachers in various classroom settings and to teach basic literacy to adults in different settings.,
13.99,"Education, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88194, Any instructional program in education not listed above.,An educational program that is not categorized in the above-mentioned options.,"14.43,14.07,09.14"
14.01,"Engineering, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88197," A program that generally prepares individuals to apply mathematical and scientific principles to solve a wide variety of practical problems in industry, social organization, public works, and commerce.  Includes instruction in undifferentiated and individualized programs in engineering. A program that prepares individuals for admission or transfer to a baccalaureate-level program in any of the fields of engineering.","Prepares individuals to apply math and science principles to solve practical problems in various industries, including engineering. Can lead to admission to a baccalaureate-level engineering program.","40.05,14.35,26.04"
14.02,"Aerospace, Aeronautical and Astronautical Engineering.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88199," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of aircraft, missiles, space vehicles, and their systems; applied research on flight and orbital characteristics; and the development of systems and procedures for the launching, guidance, and control of air and space vehicles.","This program prepares individuals to apply math and science to design aircrafts and space vehicles, conduct applied research, and develop launching and control systems.","14.08,14.07,14.27"
14.03,Agricultural Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88201," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems, equipment and facilities for production, processing, storage, handling, distribution and use of food, feed, and fiber. Includes applications to aquaculture, forestry, human and natural resources.","This program trains individuals to design and evaluate systems for producing, processing, storing, and distributing food, feed, and fiber, including aquaculture and forestry, using math and science.","15.05,14.33,14.35"
14.04,Architectural Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88203," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of materials, systems, and methods used to construct and equip buildings intended for human habitation or other purposes.",Program develops skills to design and evaluate building materials and systems incorporating math and science principles for human usage.,
14.05,Biomedical/Medical Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88205," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of biomedical and health systems and products such as integrated biomedical systems, instrumentation, medical information systems, artificial organs and prostheses, and health management and care delivery systems.","Program in biomedical engineering prepares individuals to design, develop and evaluate health systems, products and medical information systems using math and scientific principles.","14.07,26.11,50.10"
14.06,Ceramic Sciences and Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88207," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of inorganic non-metallic materials, such as porcelains, cements, industrial ceramics, ceramic superconductors, abrasive, and related materials and systems.","A program for designing and evaluating non-metallic materials using math and science, such as ceramics, superconductors, and abrasives.",
14.07,Chemical Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88209," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems employing chemical processes, such as chemical reactors, kinetic systems, electrochemical systems, energy conservation processes, heat and mass transfer systems, and separation processes; and the applied analysis of chemical problems such as corrosion, particle abrasion, energy loss, pollution, and fluid mechanics. A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems at the interface of chemical engineering and biology, with an emphasis at the molecular level, such as biopharmaceutical processes, protein engineering, metabolic engineering, gene therapy, biomaterials, cell and tissue engineering, and drug delivery. Includes instruction in chemical engineering, thermodynamics, organic chemistry, biochemistry, momentum and heat transfer, cellular and molecular biotechnology, process design, and chemical reactor design. Any instructional program in chemical engineering not listed above.","This program teaches individuals to use science and math in designing systems using chemical processes and to analyze chemical problems. It also covers chemical engineering at the molecular level, including biopharmaceutical processes and cell and tissue engineering.","14.05,14.08,26.11"
14.08,Civil Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88211," A program that generally prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of structural, load-bearing, material moving, transportation, water resource, and material control systems; and environmental safety measures. A program that prepares individuals to apply geotechnical engineering methods, which deal with the analysis, design and construction of earth and earth supported structures,  to the application of environmental problems, such as waste containment, waste disposal, construction of land fills, soil permeation, soil analysis, and soil improvement. Includes instruction in soil mechanics, soil dynamics, soil behavior, waste management and containment systems, geosynthetics, geochemistry, earth structures, geoenvironmental engineering, geotechnical engineering, earthquake engineering, and foundation engineering A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of materials and systems used in building load-bearing structures for various purposes and in different environments, including buildings, roads, rail lines, bridges, dams, conduits, offshore platforms and work stations, and other structural shells; and the analysis of structural problems such as, failure, fabrication, safety, and natural hazards. A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of total systems for the physical movement of people, materials and information, including general network design and planning, facilities planning, site evaluation, transportation management systems, needs projections and analysis, and analysis of costs. A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems for collecting, storing, moving, conserving and controlling surface- and groundwater, including water quality control, water cycle management, management of human and industrial water requirements, water delivery, and flood control. Any instructional program in civil engineering not listed above.","Programs preparing individuals to apply mathematics and science to the design, development, and evaluation of structural, transportation, water resource, and material control systems, as well as environmental safety and geotechnical engineering problems.","14.27,14.07,14.18"
14.09,Computer Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88218," A program that generally prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of computer hardware and software systems and related equipment and facilities; and the analysis of specific problems of computer applications to various tasks. A program that prepares individuals to apply mathematical and scientific principles to the design, development, and evaluation of computer hardware and related peripheral equipment.  Includes instruction in computer circuit and chip design, circuitry, computer systems design, computer equipment design, computer layout planning, testing procedures, and related computer theory and software topics. A program that prepares individuals to apply scientific and mathematical principles to the design, analysis, verification, validation, implementation, and maintenance of computer software systems using a variety of computer languages.  Includes instruction in discrete mathematics, probability and statistics, computer science, managerial science, and applications to complex computer systems. Any instructional program in computer engineering not listed above.","This program teaches individuals to use math and science to design and evaluate computer hardware, peripheral equipment, and software systems in various applications.","14.10,14.19,14.35"
14.10,"Electrical, Electronics and Communications Engineering.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88220," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of electrical and electronic systems and their components, including electrical power generation systems; and the analysis of problems such as superconductor, wave propagation, energy storage and retrieval, and reception and amplification. A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of optical systems, lasers and related electronic devices.  Includes instruction in wave theory and mechanics, electromagnetic applications, linear and non-linear optics, photon detecting, laser beam properties, directed energy, harmonic generation, optical systems, shielding and the design and implementation of related systems and equipment. A program that prepares individuals to apply mathematical and scientific principles to the design, development, and maintenance of telecommunications technology, networks, and systems. Includes instruction in telecommunications, computer networking, communications networks and systems, signals, circuits, fiber optics, and wireless systems and technology. Any instructional program in electrical, electronics and communications engineering not listed above.","This program covers the design and operation of electrical and electronic systems, optical systems, telecommunications technology and networks, and other related fields.","14.09,14.19,14.35"
14.11,Engineering Mechanics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88222," A program with a general focus on the application of the mathematical and scientific principles of classical mechanics to the analysis and evaluation of the behavior of structures, forces and materials in engineering problems.  Includes instruction in statics, kinetics, dynamics, kinematics, celestial mechanics, stress and failure, and electromagnetism.","The program focuses on using math and science principles to analyze structures and materials in engineering problems. It covers topics like statics, dynamics, and electromagnetism.","51.07,26.01,18.26"
14.12,Engineering Physics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88224," A program focusing on the use of physics principles in the analysis and evaluation of engineering problems and other scientific applications. Includes instruction in high- and low-temperature phenomena, computational physics, superconductivity, applied thermodynamics, molecular and particle physics applications, and space science research.","Physics program for applying principles in engineering and scientific analysis, covering topics such as thermodynamics, computational physics, space science research, and more.","40.04,40.02,15.05"
14.13,Engineering Science.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88226," A program with a general focuses on the general application of various combinations of mathematical and scientific principles to the analysis and evaluation of engineering problems, including applied research in human behavior, statistics, biology, chemistry, the earth and planetary sciences, atmospherics and meteorology, and computer applications.","This program applies math and science to engineering problems including research in human behavior, statistics, biology, chemistry, earth sciences, meteorology, and computer applications.","14.09,40.08,26.01"
14.14,Environmental/Environmental Health Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88228," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems for controlling contained living environments and for monitoring and controlling factors in the external natural environment, including pollution control, waste and hazardous material disposal, health and safety protection, conservation, life support, and requirements for protection of special materials and related work environments.","This program trains people to create and manage systems that control living environments and monitor natural factors, such as pollution and conservation, to ensure safety and protection.","30.10,52.02,52.14"
14.18,Materials Engineering,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88230," A program that prepares individuals to apply mathematical and materials science principles to the design, development and operational evaluation of materials and related processes used in manufacturing in a wide variety of settings; the synthesis of new industrial materials, including marrying and bonding composites; analysis of materials requirements and specifications; and related problems of system design dependent on materials factors.","This program teaches people to develop and analyze materials used in manufacturing, including composites and industrial materials, and how to design systems based on materials factors.","06.11,11.01,40.08"
14.19,Mechanical Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88232," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of physical systems used in manufacturing and end-product systems used for specific uses, including machine tools, jigs and other manufacturing equipment; stationary power units and appliances; engines; self-propelled vehicles; housings and containers; hydraulic and electric systems for controlling movement; and the integration of computers and remote control with operating systems.","This program teaches how to use science and math to create, test and improve physical systems used in manufacturing, machines, vehicles, and appliances.","14.10,14.35,14.09"
14.20,Metallurgical Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88234," A program that prepares individuals to apply mathematical and metallurgical principles to the design, development and operational evaluation of metal components of structural, load-bearing, power, transmission, and moving systems; and the analysis of engineering problems such as stress, creep, failure, alloy behavior, environmental fluctuations, stability, electromagnetic and thermodynamic characteristics, optimal manufacturing processes, and related design considerations.","This program teaches students how to design, analyze and evaluate metal components and solve engineering problems related to stress, failure and manufacturing processes.",
14.21,Mining and Mineral Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88236," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of mineral extraction, processing and refining systems, including open pit and shaft mines, prospecting and site analysis equipment and instruments, environmental and safety systems, mine equipment and facilities, mineral processing and refining methods and systems, and logistics and communications systems.","This program trains individuals to apply science and math to design, evaluate and develop mineral extraction, processing and refining systems, including environmental and safety systems, communications, logistics, and mining facilities.",
14.22,Naval Architecture and Marine Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88238," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of self-propelled, stationary, or towed vessels operating on or under the water, including inland, coastal and ocean environments; and the analysis of related engineering problems such as corrosion, power transfer, pressure, hull efficiency, stress factors, safety and life support, environmental hazards and factors, and specific use requirements.","This program trains people to design and evaluate various water vessels and solve related engineering problems such as safety, environmental hazards, and stress factors.",
14.23,Nuclear Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88240," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems for controlling and manipulating nuclear energy, including nuclear power plant design, fission reactor design, fusion reactor design, reactor control and safety systems design, power transfer systems, containment vessels and structures design; and the analysis of related engineering problems such as fission and fusion processes, human and environmental factors, construction, and operational considerations.","This program trains individuals to design and operate nuclear energy systems, including power plants, reactor control and safety systems, containment structures, and power transfer systems.",
14.24,Ocean Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88242," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems to monitor, control, manipulate and operate within coastal or ocean environments, such as underwater platforms, flood control systems, dikes, hydroelectric power systems, tide and current control and warning systems, and communications equipment; the planning and design of total systems for working and functioning in water or underwater environments; and the analysis of related engineering problems such as the action of water properties and behavior on physical systems and people, tidal forces, current movements, and wave motion.","This program trains students to use math and science to design and operate systems in coastal and ocean environments, including flood control, power systems, and communication equipment, as well as to analyze related engineering problems.",
14.25,Petroleum Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88244," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems for locating, extracting, processing and refining crude petroleum and natural gas, including prospecting instruments and equipment, mining and drilling systems, processing and refining systems and facilities, storage facilities, transportation systems, and related environmental and safety systems.","This program teaches people how to use math and science to design and operate systems for finding, extracting, and refining petroleum and natural gas, focusing on environmental and safety concerns.","14.19,14.35,09.14"
14.27,Systems Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88246," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of total systems solutions to a wide variety of engineering problems, including the integration of human, physical, energy, communications, management, and information requirements as needed, and the application of requisite analytical methods to specific situations.","Program prepares individuals to use math and science to develop total system solutions for various engineering problems, including integrating human, physical, energy, communication, management, and information requirements.","52.15,14.08,15.15"
14.28,Textile Sciences and Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88248," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems to test and manufacture fibers and fiber products, both synthetic and natural; to develop new and improved fibers, textiles and their uses; and to the analysis of related engineering problems such as structural factors, molecular synthesis, chemical manufacturing, weaves, strength and stress, useful life, dyes, and applications to composite systems.","This program teaches individuals to use science and math to design, test, and improve fibers and textiles, and analyze related engineering problems.",
14.32,Polymer/Plastics Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88252," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of synthesized macromolecular compounds and their application to specific engineering uses, including the development of industrial materials with tailored properties, the design of lightweight structural components, the use of liquid or solid polymers, and the analysis and control of polymerization processes.",This program teaches individuals to use math and science to design and evaluate macromolecules for engineering applications like developing industrial materials or designing lightweight structures.,
14.33,Construction Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87309," A program that prepares individuals to apply scientific, mathematical, and management principles to the planning, design, and building of facilities and structures.  Includes instruction in civil engineering, structural principles, site analysis, computer-assisted design, geology, evaluation and testing, materials, contracting, project management, graphic communications, and applicable laws and regulations.","This program teaches individuals how to plan, design, and build structures using scientific, mathematical, and management principles. It covers topics like civil engineering, computer-assisted design, materials, and project management.","14.03,15.05,14.35"
14.34,Forest Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87311," A program that prepares individuals to apply scientific, mathematical, and forestry principles to the design of mechanical devices and processes for efficient forest management, timber production and related forest logistics systems.  Includes instruction in forest products processing, forest management, forest harvesting, timber structure design, production analysis, road and bridge construction, vehicle adaptation and design, and harvesting equipment design.","This program teaches mechanical design for forest management, including forestry principles, processing, harvesting, production analysis, road/bridge construction, and equipment design.",
14.35,Industrial Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87313," A program that prepares individuals to apply scientific and mathematical principles to the design, improvement, and installation of integrated systems of people, material, information, and energy.  Includes instruction in applied mathematics, physical sciences, the social sciences, engineering analysis, systems design, computer applications, and forecasting and evaluation methodology.","This program teaches individuals to apply scientific and mathematical principles to design integrated systems of people, material, information, and energy, with instruction in various disciplines.","14.19,14.03,14.10"
14.36,Manufacturing Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87315," A program that prepares individuals to apply scientific and mathematical principles to the design, development, and implementation of manufacturing systems.  Includes instruction in materials science and engineering, manufacturing processes, process engineering, assembly and product engineering, manufacturing systems design, and manufacturing competitiveness.","This program teaches the application of science and math to develop manufacturing systems, involving material science, manufacturing processes, and competitiveness.",
14.37,Operations Research.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87317," A program that focuses on the development and application of complex mathematical or simulation models to solve problems involving operational systems, where the system concerned is subject to human intervention.  Includes instruction in advanced multivariate analysis, application of judgment and statistical tests, optimization theory and techniques, resource allocation theory, mathematical modeling, control theory, statistical analysis, and applications to specific research problems.","Program using complex math models & simulation to solve problems in operational systems with human intervention. Incl. multivariate analysis, optimization theory, control theory, & statistical analysis.","27.05,27.03,27.01"
14.38,Surveying Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87318," A program that prepares individuals to apply scientific and mathematical principles to the determination of the location, elevations, and alignment of natural and manmade topographic features.  Includes instruction in property line location, surveying, surface measurement, aerial and terrestrial photogrammetry, remote sensing, satellite imagery, global positioning systems, computer applications, and photographic data processing.","Program in applying math and science to locate natural and manmade topographic features, covering property line location, surveying, photogrammetry, remote sensing, GPS, and computer applications.",
14.39,Geological/Geophysical Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87288," A program that prepares individuals to apply mathematical and geological principles to the analysis and evaluation of engineering problems, including the geological evaluation of construction sites, the analysis of geological forces acting on structures and systems, the analysis of potential natural resource recovery sites, and applied research on geological phenomena.","A program combining maths and geology to solve engineering problems, including geological site evaluation, analysis of geological forces on structures, resource recovery site analysis and applied geological research.",
14.40,Paper Science and Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89340," A program that prepares individuals to apply mathematical and scientific principles to the design, development, and manufacturing of pulp and paper products. Includes instruction in pulp and paper science, pulping and bleaching processes, paper structure and processes, pulp and paper manufacturing, coating technology, surface and colloid science, and fibers.","Program prepares individuals for the design, development, and manufacturing of pulp and paper products through instruction in pulp and paper science, manufacturing, coating technology, and fiber.",
14.41,Electromechanical Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89342," A program that prepares individuals to apply scientific and mathematical principles to the problems associated with combining electrical and mechanical components with special emphasis on manufacturing and automated processes. Includes instruction in applied mechanics, instrumentation and monitoring, machine design, automated control techniques, fluid and thermal dynamics, circuit analysis, and solid state electronics.","Program trains individuals to apply science and math concepts to mechanical and electrical integration problems with a focus on manufacturing and automation processes. Covers topics like fluid dynamics, circuit analysis, and solid state electronics.",
14.42,"Mechatronics, Robotics, and Automation Engineering.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89344," A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of computer controlled electro-mechanical systems and products with embedded electronics, sensors, and actuators; and which includes, but is not limited to, automata, robots and automation systems. Includes instruction in mechanical engineering, electronic and electrical engineering, computer and software engineering, and control engineering.","This program trains individuals in designing and evaluating electro-mechanical systems with embedded electronics, sensors, and actuators, including automata, robots, and automation systems, combining instruction in mechanical, electronic, electrical, computer, software, and control engineering.","15.04,11.04,11.09"
14.43,Biochemical Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89346," A program that prepares individuals to apply mathematical and scientific principles to the study of biochemical processes in living organisms, properties of biological materials, and processes using biochemical agents such as cells, enzymes, and antibodies. Includes instruction in biology, chemistry, physics, biochemistry, thermodynamics, fluid dynamics, bioprocesses, and chemical engineering.","This program teaches math and science for studying living organisms and biological properties using biochemical agents, with courses in biology, chemistry, and engineering.","14.02,50.10,09.14"
14.44,Engineering Chemistry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89348," A program that focuses on the general application of chemical principles to the analysis and evaluation of engineering problems, such as development of electronic materials, solid-state science and technology, polymers, ceramics, and biomaterials. Includes instruction in physical chemistry, organic chemistry, materials science, chemical processes and systems, chemical reaction engineering, biochemical engineering, engineering mathematics, classical and modern physics, and computer science.","Chemical engineering program focusing on application of principles to engineering problems like electronic materials, polymers, ceramics, and biomaterials, including instruction in physical chemistry, organic chemistry, materials science, and more.",
14.45,Biological/Biosystems Engineering.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89350," A program that prepares individuals to apply mathematical and scientific principles to the design, development and management of biological systems; and includes applications to biology, biochemistry, ecology, and microbiology. Includes instruction in organic chemistry; microbiology; biochemistry; chemical, biological, biochemical, and process engineering; thermodynamics; process control; kinetics and reactor design; electric circuits; biosystem modeling; and bioelectronics and instrumentation.","This program teaches the application of math and science in the design and management of biological systems, including subjects like organic chemistry, microbiology, and biochemistry.",
14.99,"Engineering, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88135, Any instructional program in engineering not listed above.,Miscellaneous engineering instructional program.,
15.00,"Engineering Technology, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87290," A program that generally prepares  individuals to apply basic engineering principles and technical skills in support of engineers engaged in a wide variety of projects.  Includes instruction in various engineering support functions for research, production, and operations, and applications to specific engineering specialties.","Program to train individuals in basic engineering principles and technical skills to support different engineering projects including research, production, and operations in specific engineering specialties.","09.15,21.30,22.31"
15.01,Architectural Engineering Technologies/Technicians.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88138," A program that prepares individuals to apply basic engineering principles and technical skills in support of architects, engineers and planners engaged in designing and developing buildings, urban complexes, and related systems.  Includes instruction in design testing procedures, building site analysis, model building and computer graphics, engineering drawing, structural systems testing, analysis of prototype mechanical and interior systems, test equipment operation and maintenance, and report preparation.","Program trains individuals to assist architects, engineers and planners in designing and developing buildings and urban systems using basic engineering principles, technical skills, and computer graphics.",
15.02,Civil Engineering Technologies/Technicians.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88140," A program that prepares individuals to apply basic engineering principles and technical skills in support of civil engineers engaged in designing and executing public works projects such as highways, dams, bridges, tunnels and other facilities.  Includes instruction in site analysis, structural testing procedures, field and laboratory testing procedures, plan and specification preparation, test equipment operation and maintenance, and report preparation.","This program teaches basic technical skills and engineering principles in support of civil engineers working on public works projects such as dams, highways, bridges, and tunnels.",
15.03,Electrical Engineering Technologies/Technicians.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88142," A program that prepares individuals to apply basic engineering principles and technical skills in support of electrical, electronics and communication engineers.  Includes instruction in electrical circuitry, prototype development and testing, systems analysis and testing, systems maintenance, instrument calibration, and report preparation. A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using lasers and other optical for commercial or research purposes.  Includes instruction in laser and optical principles, testing and maintenance procedures, safety precautions, specific applications to various tasks, and report preparation. A program that prepares individuals to apply basic engineering principles and technical skills to help design and implement telecommunications systems.  Includes instruction in communications protocol, data networking, digital compression algorithms, digital signal processing, Internet access, object-oriented and relational databases, and programming languages. A program that prepares individuals to apply basic engineering principles and technical skills to design circuits in microelectronics. Includes instruction in circuit design, circuit layout, circuit analysis, computer-aided drafting, and semi-conductor technologies. Any instructional program in electrical and electronic engineering-related technologies not listed above.","Programs in electrical engineering support, laser technology, telecommunications systems, microelectronics, and other related technologies. Covers principles, technical skills, safety, and report preparation.","15.12,15.08,09.14"
15.04,Electromechanical Instrumentation and Maintenance Technologies/Technicians.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88255," A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers engaged in developing biological or medical systems and products.  Includes instruction in instrument calibration, design and installation testing, system safety and maintenance procedures, procurement and installation procedures, and report preparation. A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers engaged in developing and testing automated, servomechanical, and other electromechanical systems.  Includes instruction in prototype testing, manufacturing and operational testing, systems analysis and maintenance procedures, and report preparation. A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers engaged in developing control and measurement systems and procedures.  Includes instruction in instrumentation design and maintenance, calibration, design and production testing and scheduling, automated equipment functions, applications to specific industrial tasks, and report preparation. A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using robots.  Includes instruction in the principles of robotics, design and operational testing, system maintenance and repair procedures, robot computer systems and control language, specific system types and applications to specific industrial tasks, and report preparation. A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing, installing, calibrating, modifying and maintaining automated systems. Includes instruction in computer systems; electronics and instrumentation; programmable logic controllers (PLCs); electric, hydraulic and pneumatic control systems; actuator and sensor systems; process control; robotics; applications to specific industrial tasks; and report preparation. Any instructional program in electromechanical instrumentation and maintenance technologies not listed above.","This program teaches basic engineering skills to support the development of biological, medical, electromechanical, control, and robotic systems. It includes instruction on testing, maintenance, and report preparation. It also covers computer systems, PLCs, and process control.","14.42,11.04,15.05"
15.05,Environmental Control Technologies/Technicians.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88260," A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using air conditioning, refrigeration, ventilation, and heating systems. Includes instruction in principles of heating and cooling technology, design and operational testing, inspection and maintenance procedures, installation and operation procedures, and report preparation. A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing energy-efficient systems or monitoring energy use.  Includes instruction in principles of energy conservation, instrumentation calibration, monitoring systems and test procedures, energy loss inspection procedures, energy conservation techniques, and report preparation. A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing solar-powered energy systems.  Includes instruction in solar energy principles, energy storage and transfer technologies, testing and inspection procedures, system maintenance procedures, and report preparation. A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using water storage, waterpower, and wastewater treatment systems.  Includes instruction in water storage, power and/or treatment systems and equipment; testing and inspection procedures; system maintenance procedures; and report preparation. A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using indoor and outdoor environmental pollution control systems.  Includes instruction in environmental safety principles, testing and sampling procedures, laboratory techniques, instrumentation calibration, safety and protection procedures, equipment maintenance, and report preparation. A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in identifying and disposing of hazardous materials.  Includes instruction in environmental safety principles, biohazard identification, testing and sampling procedures, laboratory techniques, instrumentation calibration, hazardous waste disposal procedures and systems, safety and protection procedures, equipment maintenance, and report preparation. Any instructional program in environmental control technologies not listed above.","Programs preparing students to support professionals in developing air conditioning, refrigeration, ventilation, heating, energy-efficient, solar-powered, water storage/power/treatment, environmental pollution control, and hazardous waste disposal systems.","14.03,14.33,40.04"
